source_position,item_code,uom,display_name,category,detected_brand,detected_model,official_product_page,official_image_url,model_string_in_page,match_confidence,model_exact,finish_exact,queries_run,pages_opened,researcher_decision,reason
6674,TOW-ROP-STE-104M,PCS,10 X 4MM Steel Towing Rope,"Rope, Chain & Netting",,Steel Towing Rope 10 x 4MM,,,,none,no,unknown,,,no_official_source,Unbranded commodity galvanised steel towing rope (10x4mm); no brand/model to trace to a brand-owner PDP; marketplace listings barred by candidate bar.
6490,BLI-HSS-HOL-SAW-30MM,PCS,Navato Hole Saw Cutter 30MM,Power Tool Accessories,Navato,Hole Saw Cutter 30MM,,,,none,no,unknown,shared Navato query set [429 + DNS dead],,no_official_source,House label sibling SKU of 50MM row; navato domains fail DNS/transport and websearch rate-limited. No official brand-owner page locatable via direct probes.
6778,TOO-RUL-CAL-150,PCS,Vernier Caliper 6,Hand Tools,,Vernier Caliper 150MM 6,,,,none,no,unknown,,,no_official_source,"Generic 150mm vernier caliper, no detected brand or model code; cannot satisfy exact-model bar without fabricating attribution."
7313,ELE-BOX-MCB-16WAY,PCS,Tc 16 Way Mcb Box,Electrical,Tc,16 Way Mcb Box,,,,none,no,unknown,,,no_official_source,"'Tc' is ambiguous distributor shorthand, not a verifiable MCB-box brand-owner; websearch 429-blocked so no authorised-distributor path could be validated."
6068,DRI-BIT-116N,PCS,38MM Hitmax Diamond Core Bit,Power Tool Accessories,Hitmax,116N 38MM core bit,,,,none,no,unknown,"q1: ""Hitmax"" ""diamond core bit"" site:.com.my [429] | direct:hitmax.com.my / hitmaxtools.com / hitmax.asia [transport/DNS fail x3]",,no_official_source,hitmax domains all fail transport/DNS; websearch rate-limited (429); model 116N unverifiable on any official OEM page.
7392,TOO-DRV-SET-MS,SET,7PCS MS Electric Screw Driver Set,Fasteners & Fixings,,MS Electric Screw Driver Set 7PCS,,,,none,no,unknown,,,no_official_source,Generic 7pcs electric screwdriver bit/handle set; 'MS' gives no resolvable manufacturer identity; no official source reachable within constraints.
5775,DOR-ALU-LOC-VSPA-6,PCS,Vsp A6 Sliding Door Lock/key (na) 25MM Or 32MM,Doors & Hardware,VSP Vimax,A6 sliding door lock,https://vsp.com.my/product-category/600-v-series-sliding-swing-door-lock/,,600VS-A-8 (KEY) Sliding Door Lock 25mm/32mm near-match only; 'A6' appears nowhere on site,low,no,unknown,site vsp.com.my search ?s=A6 [0 matches],https://www.vsp.com.my/ | https://vsp.com.my/product-category/600-v-series-sliding-swing-door-lock/ | https://vsp.com.my/product-category/600-v-series-sliding-swing-door-lock/page/2/ | https://vsp.com.my/?s=A6,no_official_source,"Official VSP (Vimax) 600V Series lists all 32 locks incl. near-match A-8, but 'A6' appears nowhere on site; search returns nothing matched."
6993,TOO-CRO-RIM-17192123,PCS,Cross Rim Wrench 17 X 19 X 21 X 23,Hand Tools,,Cross Rim Wrench 17x19x21x23,,,,none,no,unknown,,,no_official_source,Unbranded commodity cross rim wrench 17x19x21x23; size combination alone cannot identify an official brand-owner page meeting the bar.
6787,RAI-COA-SUP-L,PCS,Supersonic PVC Rain Coat : L,Curtains & Blinds,Supersonic,PVC Rain Coat L,,,,none,no,unknown,"q1: ""Supersonic"" ""rain coat"" site:.com.my [429] | direct:supersonic.com.my variants [DNS/transport error x3]",https://supersonic.com.my | https://www.supersonic.com.my | http://www.supersonic.com.my,no_official_source,supersonic.com.my unreachable on all variants; websearch 429-blocked; no official brand-owner page for L-size PVC raincoat found.
6788,RAI-COA-SUP-XL,PCS,Supersonic PVC Rain Coat : XL,Curtains & Blinds,Supersonic,PVC Rain Coat XL,,,,none,no,unknown,direct:supersonic.com.my variants + supersonic2u.com [transport errors x3],,no_official_source,Supersonic domains unreachable (transport errors); no brand/model fields; raincoat not verifiable on any official Supersonic site.
7396,"DRI-AUG-SDS-1""",PCS,1 Sds Plus Auger Bit,Power Tool Accessories,,SDS Plus Auger Bit 1 inch,,,,none,no,unknown,,,no_official_source,"Generic 1-inch SDS-plus auger bit, commodity accessory; no detected brand or model, so no official OEM page identifiable."
6109,SMR-TCT-HOL-SAW-28MM,PCS,Smr Tct Holesaw 28MM,Power Tool Accessories,SMR,TCT Holesaw 28MM,,,,none,no,unknown,,,no_official_source,"SMR appears to be internal category code, not a brand; generic 28MM TCT holesaw with no brand/model to trace to an official source."
6806,IND-CAS-RIG8,PCS,Rigid Caster 8,Building Materials,,Rigid Caster 8,,,,none,no,unknown,,,no_official_source,"'Rigid' describes caster type (non-swivel), not a manufacturer; generic 8-inch caster with no brand/model for an official lookup."
6793,CAR-MULT-CLEA-500ML,BTL,Aa Car Care Multi Purpose Cleaner 500ML,Automotive,Armor All,Multi Purpose Cleaner,https://armorall.com/my/product/multi-purpose-cleaner/,https://armorall.com/global-media/wp-content/uploads/sites/6/product-images/E303218500_01.png,Multi-Purpose Cleaner (title/og:title; img alt 'Multi-Purpose Cleaner Image 1'; Ecode E303218500),medium,yes,yes,direct:armorall.com global site | direct:armorall.com/my wp-json search multi-purpose | direct:armorall.com/my/product/multi-purpose-cleaner/,https://www.armorall.com | https://armorall.com/my/product/multi-purpose-cleaner/,candidate,Official Armor All Malaysia (global OEM) PDP; exact product name in title and image alt; direct product photo E303218500_01.png. Size carried in display_name as 500ML; page text omits size so model field records page-attested designation only.
7342,ELE-RENO-63A-3P-MCB,EA,Reno 63A 3P Mcb,Electrical,Reno,63A 3P MCB,,,,none,no,unknown,direct:reno.com.my [unreachable] / renoelectric.com [unrelated Nevada electrician] | websearch: Reno 63A 3P MCB Malaysia [429 x2],http://renoelectric.com,no_official_source,reno.com.my unreachable; renoelectric.com is unrelated Nevada electrician; both websearch attempts rate-limited (429). No official Reno MCB source verified.
7352,VAL-FOOT-BRA-VIP526,PCS,Spring Foot Valve: Brass (526) Vip 1.0,Plumbing,VIP,Spring Foot Valve Brass 526 VIP 1.0,,,,none,no,unknown,"direct:vipvalves.com [VIP Valves India, Mumbai - different company]",https://www.vipvalves.com,no_official_source,vipvalves.com is VIP Valves India (Mumbai industrial valves); no brass spring foot valve model 526; different company from Malaysian plumbing VIP brand.
4491,"TOO-SPA-BEN-3/8""",PCS,3/8 Iron Bender,Home Appliances,,Iron Bender 3/8,,,,none,no,unknown,,,no_official_source,"Generic 3/8-inch iron/rebar bender hand tool; no detected brand or model, so no official manufacturer page identifiable."
6781,CAR-WAX-DSL,PCS,Serai Wangi Serbaguna 1L,Automotive,,Serai Wangi Serbaguna 1L,,,,none,no,unknown,,,no_official_source,'Serai Wangi Serbaguna' (lemongrass multipurpose liquid) is a descriptive Malay name miscoded under car-wax item code; no brand or model to trace.
6209,SMR-TCT-HOL-SAW-26MM,PCS,Smr Tct Holesaw 26MM,Power Tool Accessories,SMR,TCT Holesaw 26MM,,,,none,no,unknown,,,no_official_source,"Same house-code pattern as sibling rows; generic 26MM TCT holesaw, no detected brand/model, no official source exists to cite."
6794,CAR-WAX-STA-STE-SHI,PCS,Sss Stainless Steel Shine - 500ML,Automotive,Sss,Stainless Steel Shine 500ML,,,,none,no,unknown,,,no_official_source,"'Sss' unresolvable as a brand; no model in code/name. Unbranded commodity polish; tier-1 keys undefined, no official source identifiable."
7416,"DRI-AUG-BIT-1""X200",PCS,1 X 200 Star-m Auger Bit (b),Power Tool Accessories,Star-M,Auger Bit 1 inch x 200MM,,,,none,no,unknown,"q2: ""Star-M"" ""auger bit"" official [429] | direct:star-m.com / star-m.co.jp/english / star-m.co.jp [transport error x3]",https://www.star-m.com/ (transport error) | https://www.star-m.co.jp/english/ (transport error) | https://star-m.co.jp/ (transport error),no_official_source,"Star-M (JP auger-bit maker) is the plausible brand-owner, but all its domains transport-failed across 3 probes; search 429; exact 1x200 size never verified on-page."
7429,"VAL-CHE-BRA-VIP523-3/4""",PCS,Spring Check Valve: Brass Vip 523 3/4,Plumbing,VIP,Spring Check Valve Brass VIP 523 3/4,,,,none,no,unknown,"q2: ""VIP 523"" check valve official [429] | direct:vipvalve.com [DNS dead] / vipvalves.com [Indian maker, no 523]",https://vipvalve.com/ (transport error) | https://vipvalves.com/,no_official_source,vipvalve.com DNS-dead; vipvalves.com is an unrelated Indian industrial maker without model 523. No official/authorised MY source for VIP-523 found.
5094,DOR-LOC-YEROY-70MM,PCS,70MM Yeroy Single Side Lock Cylinder,Locks & Security,Yeroy,70MM Single Side Lock Cylinder,,,,none,no,unknown,q5: Yeroy lock distributor Malaysia [429] | direct:yeroy.com / yeroylock.com [transport dead x2],https://yeroy.com/ (transport error) | https://yeroylock.com/ (transport error),no_official_source,'Yeroy' brand could not be anchored: yeroy.com and yeroylock.com DNS-dead; search provider 429. No brand site or authorised distributor PDP located.
6204,PAI-SPR-KIMLAC-9611,TIN,Kimlac Brand Spray Paint 9611,Paint & Sundries,Kimlac,Spray Paint 9611,,,,none,no,unknown,q1/q5: Kimlac spray paint 9611 Malaysia official [429 x2] | direct:kimlac.com.my x2 / kimlac.com [all DNS dead],https://kimlac.com.my/ (transport error) | https://www.kimlac.com.my (transport error) | https://www.kimlac.com/ (transport error),no_official_source,"Kimlac appears to be a Malaysian aerosol brand, but kimlac domains are DNS-dead; two websearch attempts returned 429. Model 9611 never seen on-page."
6861,CAR-MET-CRYST-WAX-200ML,PCS,Aa Metallic Crystal Wax 200ML,Automotive,Aa,Metallic Crystal Wax 200ML,,,,none,no,unknown,,,no_official_source,'Aa' is not a resolvable brand; generic metallic crystal car wax with no model code. Tier-1 keys undefined; no official source identifiable.
6023,GRA-CUT-BLA-6T,PCS,6T Blade Cut Grass Trimmer Head,Outdoor & Garden,,6T Blade Cut Grass Trimmer Head,,,,none,no,unknown,,,no_official_source,"Commodity trimmer head; '6T' is a tooth count, not a model. No manufacturer identity in name or code; no official source exists to verify."
6158,TOO-DRV-SET-APS355,SET,Arrow Electronics Bit Driver Set,Power Tools,Arrow,APS355 driver set,,,,none,no,unknown,q2: arrowtoolgroup.com site search APS355 ['No results' verified negative],https://www.arrowfastener.com/ | https://www.arrowtoolgroup.com/search/?q=APS355,no_official_source,"Verified negative on official Arrow site itself: on-site search returns 'No results for APS355', and their range is staple/glue/rivet tools. Not an Arrow Fastener product page."
6001,"TOO-CHI-WOO-4""",PCS,4 Wood Carving Disc,Power Tools,,4 Wood Carving Disc,,,,none,no,unknown,,,no_official_source,"Generic 4-inch wood carving disc, no brand or model code. Unbranded power-tool accessory; no official source identifiable."
5988,BBQ-CHA-BRI-3KG,BOX,3KG Charcoal Briquette,Outdoor & Garden,,3KG Charcoal Briquette,,,,none,no,unknown,,,no_official_source,Unbranded 3kg charcoal briquette box; no brand or model in name/code. Commodity fuel goods; no official source identifiable.
6066,CHI-FEE-SML-NCI24012,PCS,Feeder For Chicken (small),Outdoor & Garden,,Feeder For Chicken small NCI24012,,,,none,no,unknown,,,no_official_source,Unbranded generic poultry feeder; no manufacturer/model identifiers to trace to an official source.
6134,X-GUM-STA-9960GS10DT,PKT,4 X 0.45 Dual Temp Mini Glue Stick,Chemicals & Adhesives,Gum Stanley?,9960GS10DT glue stick 4 x 0.45,,,,none,no,unknown,,,no_official_source,"Unbranded commodity glue sticks; no brand/model detected, no official brand-owner site identifiable."
5990,CHE-BRA-SSO-100ML,BOT,200ML Brassol,Chemicals & Adhesives,Brassol,200ML,,,,none,no,unknown,direct:brassol.com.my [transport error],,no_official_source,Direct probe brassol.com.my failed (transport error); no official Brassol MY site reachable; search provider rate-limited.
6843,DOR-LOC-CYL-SMR-3630,PCS,Smr 3630 Privacy Lock (b/p),Locks & Security,SMR,3630 Privacy Lock B/P,,,,none,no,unknown,"websearch: ""SMR 3630"" privacy lock Malaysia [429]",,no_official_source,Brand owner of SMR 3630 privacy lock unidentified; sole websearch attempt rate-limited 429; no official domain to probe.
6918,TOO-SPA-BEN-15MM,PCS,Bend Spanner 5/8,Hand Tools,,Bend Spanner 5/8 15MM,,,,none,no,unknown,,,no_official_source,Generic unbranded hand tool; no maker or model designation available for official-source lookup.
6923,GWS060-BEARING-608-2RSH/C3,PCS,608 Bearing For Gws 060 Black,Other,Bosch GWS060 / SKF-standard,608-2RSH/C3 bearing,,,,none,no,unknown,q4: theleedenstore search 608-2RSH [0 products] | direct:skf.com/my/en/search?q=608-2RSH/C3 [JS shell only] | direct:skf.com product designation page [JS shell],https://theleedenstore.com.my/?post_type=product&s=608-2RSH | https://www.skf.com/my/en/search?q=608-2RSH%2FC3,no_official_source,"SKF pages render JS-only shell ('SKF' text, no 608-2RSH string); Leeden returned zero products; designation plausible OEM but unverifiable in fetched text."
7043,TOO-FIL-SENSUI-SNF001-C,PCS,10 Sensui Metal Flat File,Hand Tools,Sensui,SNF001-C flat file 10,,,,none,no,unknown,direct:sensui.com.my [transport error],,no_official_source,sensui.com.my unreachable (transport error); no official Sensui brand-owner/distributor site confirmed; search quota exhausted.
7459,"DRI-AUG-BIT-7/8""X200",PCS,7/8 X 200 Star-m Auger Bit (b),Power Tool Accessories,Star-M,Auger Bit 7/8 x 200MM,,,,none,no,unknown,direct:star-m.com www+bare [transport error x2],https://www.star-m.com/ | https://star-m.com/,no_official_source,star-m.com (www and bare) both transport-error; official Japanese site unreachable so 7/8x200 listing unverified; likely metric-only catalogue anyway.
6192,DRI-MIX-SDS-PAI,PCS,20 Asuma Putty & Paint Mixer BAR,Paint & Sundries,Asuma,Putty & Paint Mixer 20MM BAR,,,,none,no,unknown,direct:asuma.com.my https+http [dead x2],https://asuma.com.my | http://asuma.com.my,no_official_source,asuma.com.my dead on https and http; no other Asuma official domain identified; search provider rate-limited fleet-wide.
7464,FIT-UPVC-TEE-110MMX82MM,PCS,U-pvc Reducing Tee 110MM X 82MM 4 X 3,Plumbing,,U-PVC Reducing Tee 110x82MM,,,,none,no,unknown,,,no_official_source,Unbranded U-PVC plumbing fitting; commodity MS631-compliant item with no detectable brand owner or model code.
6954,GWS060-BEARING-607-2RSH/C3,PCS,607 Bearing For Gws 060 Whi,Other,Bosch GWS060 / SKF-standard,607-2RSH/C3 bearing,,,,none,no,unknown,"direct:skf.com/my/en/search?q=607-2RSH [JS empty] | bing_html: ""607-2RSH"" bearing skf [junk] | direct:bosch-professional.com/my/en/search GWS060 [404]",https://www.skf.com/my/en/search?q=607-2RSH | https://www.bing.com/search?q=%22607-2RSH%22+bearing+skf | https://www.bosch-professional.com/my/en/search?query=GWS%20060,no_official_source,"Generic 607-2RSH/C3 replacement bearing for Bosch GWS060; SKF search JS-empty, Bosch search 404, Bing junk. No official PDP/PDF for this exact spare part."
6996,"AER-BV-101(3"")",PCS,"Aerico Bv 101 (3"")",Other,Aerico,BV 101 3 inch valve,,,,none,no,unknown,direct:aerico.com.my [unreachable] / aerico.com [unrelated US consultancy],https://aerico.com.my | https://aerico.com,no_official_source,"aerico.com.my unreachable; aerico.com is unrelated US data-center consultancy, no valve products. BV-101 3in valve has no verifiable brand-owner site."
5187,CAR-TYRE-SHI-BLU-500ML,BTL,Aa Car Care Tyre Shine (blue) 500ML,Automotive,Aa Car Care,Tyre Shine blue 500ML,,,,none,no,unknown,,,no_official_source,"'AA Car Care' tyre shine has no identifiable brand-owner domain; websearch provider 429-limited, DDG/Bing unusable. No official source probed or found."
6994,TOO-WRE-ADJ-GD300,PCS,Gd Adjustable Wrench 12,Hand Tools,Gd,Adjustable Wrench 12,,,,none,no,unknown,,,no_official_source,GD adjustable wrench appears to be import/house label with no known official site; engines unavailable (429/junk). Nothing official exists to cite.
7470,ELE-BOX-MCB-10WAY,PCS,Tc 10 Way Mcb Box,Electrical,Tc,10 Way Mcb Box,,,,none,no,unknown,,,no_official_source,"TC-brand MCB box has no discoverable manufacturer website; generic electrical enclosure, engines dead. Honest result: no official source."
6920,"CUT-SAW-SUP-18""",PCS,18 Supersawman Handsaw,Abrasives & Cutting,Supersawman,18 Supersawman Handsaw,,,,none,no,unknown,"direct:supersawman.com / .net [unreachable x2] | bing_html: ""supersawman"" handsaw [59 irrelevant hits]",https://www.bing.com/search?q=%22supersawman%22+handsaw,no_official_source,"supersawman.com/.net both unreachable; Bing returned ~59 irrelevant hits, none brand-related. Supersawman has no official web presence."
7039,"SHH-CAGE-2RING-12""",PCS,2 Ring Cages 12,Fishing & Tackle,,2 Ring Cages 12,,,,none,no,unknown,,,no_official_source,Unbranded fishing-tackle cage trap (no brand/model fields at all); nothing to verify against any official source. Commodity good.
6494,DRI-BIT-116D,PCS,25MM Hitmax Diamond Core Bit,Power Tool Accessories,Hitmax,116D 25MM core bit,,,,none,no,unknown,"direct:hitmaxtools.com / hitmax.com.my / hitmax.com [unreachable x3] | bing_html: ""hitmax"" diamond core bit [irrelevant]",https://hitmaxtools.com | https://hitmax.com.my | https://hitmax.com,no_official_source,All three hitmax domains unreachable; Bing query returned unrelated Vietnamese gov pages. No official Hitmax brand site exists/reachable.
