item_code,uom,tiers_tried,prior_decision,prior_page,prior_image,prior_reason
APR-PVC-YEL,PCS,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:pending/no-verifier log[q:PVC apron yellow 24x36 inch 0.18mm Malaysia hardware -> p:mkhardware.com.my/showproducts/productid/3391038/thin-pvc-apron/ 'THIN PVC APRON' Man Kian retailer, NO brand field; Lazada 'Pvc Apron 0.18mm thick / Bush cutter apron' material PVC colour yellow thickness 0.18mm size 2ft x 3ft = exact spec but marketplace-only unbranded; q:Glotool PVC apron yellow -> Glotool brand real via sonichardware.com.my 'PVC Yellow Apron (Glotool)' + innovestengineering.com/product/glotool-pvc-apron BUT their SKU is 28"" X 43"" heavy nitrile vs catalogue thin 24x36in 0.18mm - size/weight mismatch so cannot adopt Glotool pixels. blocker: marketplace_only_no_oem_site + brand_on_item_unverified + shopee/lazada js-walled.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: thin PVC apron yellow 24IN x 36IN x 0.18MM; safety apron commodity]| r5:exhausted log[q:""PVC apron yellow 24x36 inch Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SHH-HOOK-SC4063,PKT,2,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending/no-verifier log[q:Surecatch hook 406 biru fishing Malaysia -> SureCatch brand real: p:surecatchworld.com fetched, quote 'SureCatch World Private Limited is one of Southeast Asia's leading manufacturers and wholesalers of modern day sport fishing tackle' but Wix brochure site with JS nav, NO product catalog server-side; p:catchbay.com/hook-surecatch-sepitbiru-ringed-prawn-406 fetched OK title 'Hook SureCatch SepitBiru Ringed Prawn 406' variants Sz2/Sz3; Lazada MY 'SureCatch 406 Sepit Biru Shrimp Hook/Prawn Hook/Mata Udang Galah (1/2/3/4/5/6)' Brand: Surecatch (JS shell, no image asset extracted); Shopee 'Extreme sharp ringed prawn Hook (20's/pkt) Sepit Biru No.406 Size available: 1,2,3,4,5,6'. Model 406 literally proven multi-channel; No.3 within offered range; 20's pack matches. blocker: oem_site_js_walled_no_sku_page + shopee/lazada image bytes unfetchable server-side. finish (biru/blue) named not pixel-proven.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Surecatch Biru 406 hook No.3 (20s): Surecatch = established SEA tackle brand with official presence but surecatch.com.sg HTTP403 bot-blocked all session; Biru-406 series page not reachable; model string SC4063/Biru 406 needs OEM confirmation]"
CAB-LUG-25-8,PCK,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:cable lug 10mm 8mm stud pack 10pcs Malaysia (class query shared with sibling pos 5389) -> Lazada/Shopee '(10pcs per pkt) Cable Lug 10MM 16MM 25MM M8 or M10' explicitly covers 25MM M8 variant unbranded; samajaya.com.my generic. Bare copper lugs 25mm2/8mm stud are size-coded commodities; RBN-style internal code; no brand/model online. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: cable lug 25-8 (4PCS/PCK); size-coded terminal commodity]| r5:exhausted log[q:""cable lug 25-8 ring terminal Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
BNW-B&N-RBN-230,PCK,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:G.I bolt and nut 1/4 x 3 galvanised pack Malaysia hardware -> p:nanya.com.my/showproducts/productid/3622643/bolt-nut commodity list 'Bolt & Nut Mild Steel (Hot Dip Galvanized) Sizes...' no brand; Shopee/Lazada '100 pcs Galvanised Steel Roofing Bolt & Nut 1/4 dan 3/16 Skru GI' unbranded pan-head packs; kinda.com.my galvanized bolts-and-nuts category page generic. Sr G.I Boit & Nut retail packs are commodity fasteners packed by every hardware shop; RBN-230 internal pack code (sibling class of round-2 shard-06 rejects pos 4925/4702/5027/5220). generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: Sr G.I bolt & nut 1/4 x 3 (10PCS/PCK); commodity fastener pack]| r5:exhausted log[q:""galvanised G.I bolt nut pack 1/4 inch Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked); SR shop-prefix packs ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SWI-SOC-ULT-M011W,PCS,2,candidate,https://www.retouch.my/showproducts/productid/5815654/cid/585126/ultra-rimless-16a-light-switches/,https://cdn1.npcdn.net/images/54014b4461d69dbb19c8b2b8bcc64d98_1745814790.webp?md5id=44ca89856009f6417c6cb01d81746535&new_width=1000&new_height=1000&size=max&w=1737947568&from=png&type=9,"seed: action=search; prior_decision=; prior_source=| r2:candidate/no-verifier log[q:""M011W"" ultra switch 16A Malaysia -> OFFICIAL p:retouch.my/showproducts/productid/5815654/cid/585126/ultra-rimless-16a-light-switches/ fetched this session: breadcrumb Switch&Sockets > Ultra Rimless Series > White, h1 'ULTRA RIMLESS 16A Light Switches', description code table quote 'CODE M011W - 1 GANG 1 WAY / M012W - 1 GANG 2 WAY', footer '2024-2026 Broadlink Marketing Sdn Bhd 201401022405' = OEM owner (same maker as sibling pos 3852 M20AMG candidate); main image cdn1.npcdn.net 54014b44...webp new_width=1000&new_height=1000&size=max full-size. Corroborated by gluckhardware variation list 'M011W 1 GANG 1 WAY', eezee.com.my 'Retouch M011W Ultra Rimless 16A 1 Gang 1 Way (white)', Lazada 'ReTouch Ultra 16A 1 Gang 1 Way (M011W)', Shopee SIRIM listing 'List of Item M011W - 1 Gang 1 Way'. Brand RETOUCH Ultra Rimless = catalogue 'Ultra'; model M011W literally proven; white finish proven (page category White + W suffix). Page+image byte-fetched this session.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Ultra M011W white: re-probed OFFICIAL reTOUCH ULTRA RIMLESS OEM site live: p:https://www.retouch.my/showproducts/productid/5818228/ultra-rimless-16a-light-switches/ CODE table lists M011MG/M012MG (Matte Grey category) only - white M011W variant ABSENT from OEM pages surfaced; using grey M011MG asset would be colour swap (BAR-forbidden); needs white-series page or distributor confirmation]"
SHH-HOOK-45708-NO.11,PKT,2,pending,,,"seed: action=search; prior_decision=; prior_source=| r2:pending/no-verifier log[q:Eupro prawn hook 2908 No.6 Malaysia -> Eupro brand real: p:eupro.com/index.php?p=hook official site fetched twice, hook index lists only 3829BN/3255BN/3918BN/3988BN/3168BN/7930BN - model 2908 Mata Udang NOT in current online catalog; p:sugseller.com/product/hook-eupro-mata-udang-prawn-baitholder-hook-2908/ (Sinar Utama Group MY dealer) fetched OK: SKU 'EUPRO MATA UDANG/PRAWN BAITHOLDER HOOK (2908)', spec table SIZE #1,#2,#3,#4,#5 QTY/PK 15PCS, bullets 'High Carbon Steel / Custom Design Hook / Made In Korea', desc 'Mata Udang (Prawn Hook) boasts the widest gap design...'; Shopee/Lazada listings show 'SIZE AVAILABLE: 1..6 (15pcs)' covering No.6=15'S match. Catalogue display '2908 No.6 Eupro Prawn Hook (15'S)' consistent; NOTE item_code says 45708/NO.11 while display says 2908/NO.6 - internal code mismatch logged. blockers: sku_absent_from_oem_online_catalog + dealer_size_table_stops_at_no5 + shopee js-walled for No.6 pixels.]| r4:pending log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired -> SERPs junk/no-hit (archived) | Eupro prawn hook 2908 No.6 (15s): Eupro = MY/SG fishing tackle brand real; no reachable OEM page for 2908 prawn-hook series this session (eupro domains DNS-fail)]"
"FIT-SS225-BUS-3/4""X1/2""-SUS304",PCS,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:stainless steel hex bushing 3/4 x 1/2 SUS304 pipe fitting Malaysia -> supplyhouse Merit Brass K414-1208 'T304 3/4"" X 1/2"" Stainless Steel Hex Bushing' US commodity class-150; mscdirect Value Collection 4HB3/4*1/2 304SS; p:ewarehouse.my SS304 Hexagon Bushing BSP male-x-female spec generic; mkhardware.com.my 'STAINLESS STEEL HEX BUSHING' retailer listing no brand; Shopee SUS304 reducing bush unbranded. SUS304 hex reducing bushings are pure commodities sold under dozens of brands; FIT-SS225-BUS internal supplier code; no brand/model in display. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: SS hex bushing 3/4""x1/2 SUS304; pipe-fitting commodity; SS225/YG239R-style codes are supplier sku families]| r5:exhausted log[q:""SS hex bushing 3/4 x 1/2 SUS304 fitting Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
GUN-GRE-NIP-90 M10X1.0,PCS,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:grease nipple M10x1.0 90 degree Malaysia hardware -> p:trianglebolts.com.my/product/grease-nipple-90-degree-type/ 'Material : Steel Finishing : Steel comes in Nickel Plated Finishing' no brand/model; p:standardbolts.net/product/grease-nipple-straight-type/ same commodity class no brand; p:isohitech.com/product/m10-grease-nipples/ 'DIN 71412 M10 grease nipples with metric thread options M10 x 1.0...straight (Form A), 45 deg angled (Form B), and 90 deg angled (Form C)' generic OEM catalogue; Shopee 'SKH Grease Fitting M10 x 1.0 Grease Nipple ... H3 90 deg angled type' marketplace seller-brand only. Display prefix 'S. K' matches no OEM with web presence; 90deg M10X1.0 zerk nipples are DIN-standard commodities packed by every fastener house. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_commodity: S.K 90-degree grease nipple M10x1.0; S.K=common commodity initialism not an attributable maker; grease nipple standard part]| r5:exhausted log[q:""grease nipple 90 degree M10x1.0 Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked); S.K trade prefix ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
"FIT-YG239R-SOC-MXF-1/2""X3/8""-BRA",PCS,2,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:brass reducing socket male female 1/2 x 3/8 Malaysia -> p:uniwaremachinery.com/showproducts/productid/5771932/cid/0/brass-reducing-socket/ 'Brass Reducing Socket is a high-quality fitting designed to seamlessly connect pipes or hoses with different BSP thread sizes' retailer generic; p:easternunity.com.my/showproducts/productid/6296881/brass-reducing-socket/ 'Featuring female x female BSP threading' generic; p:mwmetalware.com/product-page/brass-reducing-socket distributor page no model; Shopee '1/2 X 3/8 BRASS REDUCING SOCKET Material: Brass Colour: Gold Size: 1/2 x 3/8' unbranded; q:""YG251"" OR ""YG239R"" brass connector fitting -> zero results = internal supplier/mould code not a marketable brand. MXF reducing sockets are size-coded commodities; YG239R internal code. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-junk-archived->chat-01/serp-H2/] tier1-x6 q-set fired per protocol -> all SERPs junk/no-hit (archived) | generic_unbranded: reduced MXF brass socket 1/2""x3/8 YG239R; YG-prefix fitting-code family (supplier import series) no attributable maker]| r5:exhausted log[q:""brass socket MXF 1/2 x 3/8 YG239R Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
TOO-DRI-MAG-BSP037-F,PCS,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:pending/no-verifier log[q:bit socket 13x65mm Malaysia -> p:b2b.sunwaywinstar.com/en/nietz-maghex-bit-socket-pro-series-13x65mm-100ctn 'NIETZ MAGNETIC HEX BIT SOCKET PRO SERIES 13X65MM Chrome Molybdenum Steel, Heat Treated Strong Magnet Rust Resistant Finish'; Shopee 'JETECH TOOL HEAVY DUTY MAGNETIC HEXAGON SOCKET BIT FOR DRILL (8MM-14MM) *13MMx65MM CHROME VANADIUM ALLOY STEEL WITH MAGNETIC'; techno.com.my KEN-582-7847K 14mm UK variant shows size-class commodity. Catalogue display 'Box Bit Socket' + internal code BSP037-F carry NO brand string; at least two MY-market OEMs (Nietz MAGHEX, Jetech) sell identical 13x65 magnetic hex bit sockets so maker of Ekoway stock unidentifiable from catalogue data alone; picking either brand pixels would be a guess. blocker: maker_unidentified_multi_oem_size_match.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-poisoned-generic-serps-archived->chat-01/serp-I2/*.html;oem-direct-sitemap-probes->chat-01/serp-I2/sitemaps/+oem-*.html] tier1 fired per protocol q:boxbitsocket-mag='magnetic bit socket holder 13x65 BSP037F' -> SERP junk/no-hit archived | generic_unbranded: 13x65mm box bit socket holder; BSP037F=supplier sku not attributable OEM model; no brand string]| r5:exhausted log[q:""box bit socket 13x65mm Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
SHH-SWIVEL-SNAP-NO.8,PKT,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:nickel snap swivel no.8 fishing tackle Malaysia -> Lazada 'DAIWA D Swivel SS Rolling Swivel with Safety Snap 8 Strength(kg): 6 Quantity: 5' branded Daiwa but display claims no Daiwa; Shopee '50 Piece B Type Swivel Snap Link Connector Lure Figure 8 Ring sizes #6 #8 #10 #12 high-toughness alloy rust-proof passivation' unbranded bulk; Shopee 'Kili Pancing Nickel Barrel Fishing Swivel with safety snap' unbranded. Nickel snap swivels sized No.2-No.12 are commodity tackle sold under dozens of brands and bulk packs; SHH-SWIVEL internal code; only size No.8 in display. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-poisoned-generic-serps-archived->chat-01/serp-I2/*.html;oem-direct-sitemap-probes->chat-01/serp-I2/sitemaps/+oem-*.html] tier1 fired per protocol q:nickel-snap-swivel='nickel snap swivel fishing tackle' -> SERP junk/no-hit archived | generic_unbranded: nickel snap swivel No.8 commodity fishing tackle; same family as pos4459(NO.2)/4537(NO.4)/4839(NO.10)/5214(swivel NO.10)/5215(NO.12); no brand/model string]| r5:exhausted log[q:""nickel snap swivel no 8 fishing Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
CAB-LUG-01.5-5,PCK,2|1,exhausted,,,"seed: action=search; prior_decision=; prior_source=| r2:reject/no-verifier log[q:cable lug 1.5mm 5mm stud 10pcs pack Malaysia -> Lazada 'Copper 1.5MM CABLE LUG 1.5-5 10 PCS Material: Tin Plated Copper SIZE: 1.5mm-M5...' exact size match but unbranded listing; Shopee '(10pcs per pkt) Cable Lug 1.5MM 2.5MM 4MM 6MM M5 or M6 or M8' unbranded; samajaya.com.my/showproducts/productid/5930592/1.5mm-cable-lug/ wholesaler generic; hslelectrical.com.my tin-plated copper range generic. Same class as rejected siblings pos 5389 CAB-LUG-10-8 / pos 5582 CAB-LUG-25-8: bare tinned-copper crimp lugs are size-coded commodities (1.5mm2 cable / 5mm stud); CAB-LUG internal code; no brand online. generic_unbranded; no OEM asset exists.]| r4:reject log[[chan:exa-websearch-HTTP429-all-session;bing_fallback-html-poisoned-generic-serps-archived->chat-01/serp-I2/*.html;oem-direct-sitemap-probes->chat-01/serp-I2/sitemaps/+oem-*.html] tier1 fired per protocol q:cable-lug-500amp family probe='battery cable lug 500A white' (covers ring-lug packs) -> SERP junk/no-hit archived | generic_unbranded: insulated cable lug 1.5-5mm 10pcs pack; size-code only commodity terminal]| r5:exhausted log[q:""cable lug 1.5-5 ring terminal Malaysia""(engines-blocked-this-session) ; tier1:no-oem-found ; t3:n/a-commodity-no-brand(confirmatory-probe-blocked) ; t4:no-prior-url-to-archive ; t5:shoot-in-store(house-label/generic; no matching supplier in supplier-permission-contacts.csv)]"
